search URL:,https://patents.google.com/?q=ginkgo&q=boloba&q=linn
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
EP1795181A1,Utilisations cosmétiques et pharmaceutiques de l'association du dipeptide tyrosine-arginine et de la niacinamide en tant qu'antagoniste de substance P ,L'Oréal,Anthony Potin,2005-12-05,2006-12-04,2007-06-13,,https://patents.google.com/patent/EP1795181A1/fr
FR2931063A1,Composition cosmetique contenant un derive de dibenzoylmethane et un derive de caprolactame; procede de photostabilisation du derive de dibenzoylmethane ,Oreal,"Roger Rozot, Herve Richard, Benoit Muller",2008-05-14,2008-05-14,2009-11-20,,https://patents.google.com/patent/FR2931063A1/fr
FR2923159A1,Utilisation d'un monoalkyle ether de glycerol a titre d'agent anti-oxydant ,Oreal,"David Amar, Thierry Cotton, Brigitte Lavaud",2007-11-07,2007-11-07,2009-05-08,,https://patents.google.com/patent/FR2923159A1/fr
FR2936707A1,Composition cosmetique contenant un derive de divenzoylmethane et un compose dithiolane silicie ; procede de photostabilisation du derive de dibenzoylmethane ,Oreal,"Levannier Karine Lucet, Benoit Muller",2008-10-08,2008-10-08,2010-04-09,,https://patents.google.com/patent/FR2936707A1/fr
FR2939675A1,Composition cosmetique contenant une s-triazine siliciee substituee par deux groupements aminobenzoates ou aminobenzamides et une s-triazine subtituee par au moins deux groupements aminobenzalmalonates ,Oreal,Herve Richard,2008-12-17,2008-12-17,2010-06-18,,https://patents.google.com/patent/FR2939675A1/fr
EP2191869A1,Procédé de coloration artificielle de la peau utilisant un mélange de caroténoide et de colorant vert lipophile ; nouveau mélange de colorants lipophiles ; composition ,L'oreal,"Irène Elguidj, Guillaume Cassin, Sayeh Pourhamidi",2008-12-01,2009-10-30,2010-06-02,,https://patents.google.com/patent/EP2191869A1/fr
FR2925057A1,Composes de s-triazine possedant 1 groupement aminosiloxanique et 2 groupements para-aminobenzalmalonates particuliers; compositions cosmetiques contenant ces derives utilisations desdits derives de s-triazine. ,Oreal,Herve Richard,2007-12-12,2007-12-12,2009-06-19,,https://patents.google.com/patent/FR2925057A1/fr
FR2949673A1,Composition contenant une s-triazine siliciee substituee par au moins deux groupes alkylaminobenzoates et un filtre uv indanylidene ,Oreal,"Alloret Florence L, Khonesavanh Chansavath, Didier Candau",2009-09-08,2009-09-08,2011-03-11,,https://patents.google.com/patent/FR2949673A1/fr
FR2841139A1,Composition cosmetique et/ou dermatologique contenant au moins un actif hydrophile sensible a l'oxydation stabilise par au moins un polymere amphiphile choisi parmi les oligomeres ou polymeres derives de polyolefines ,Oreal,"Bruno Biatry, Jean Thierry Simonnet",2003-05-27,2003-05-27,2003-12-26,,https://patents.google.com/patent/FR2841139A1/fr
EP1498113A1,Utilisation de béta-endorphine et/ou d'agents exercant une activité béta-endorphine-like en cosmétique et dermatologie ,L'oreal,"Philippe Catroux, Maria Dalko",2003-07-17,2004-07-08,2005-01-19,,https://patents.google.com/patent/EP1498113A1/fr
JP2003342120A,皮膚外用剤 ,"Noevir Co Ltd, 株式会社ノエビア","Michiru Kawayama, みちる 川山",2002-05-28,2002-05-28,2003-12-03,,https://patents.google.com/patent/JP2003342120A/ja
EP1405633A1,"Composition, notamment cosmétique, comprenant une aminecétone aromatique ",L'oreal,"Christophe Boulle, Alexandre Cavezza, Maria Dalko",2002-10-03,2003-09-15,2004-04-07,,https://patents.google.com/patent/EP1405633A1/fr
FR2883171A1,Utilisation d'agents tels que des donneurs ou liberateurs non polymeriques de monoxyde d'azote pour diminuer les poches et/ou les cernes perioculaires ,Oreal,Grierson Marie Madeleine Cals,2005-03-15,2005-03-15,2006-09-22,,https://patents.google.com/patent/FR2883171A1/fr
EP1364641A1,Utilisation d'au moins un complexe de métal comme desquamant ,L'oreal,Jean-Baptiste Galey,2002-05-13,2003-05-05,2003-11-26,,https://patents.google.com/patent/EP1364641A1/fr
WO2006095098A2,UTILISATION D'UN EXTRAIT DE BACTERIE FILAMENTEUSE NON FRUCTIFIANTE NON PHOTOSYNTHETIQUE COMME AGENT PROTECTEUR ET/OU ACTIVATEUR DES LYMPHOCYTES ϜδT ,L'oreal,Lionel Breton,2005-03-11,2006-03-10,2006-09-14,,https://patents.google.com/patent/WO2006095098A2/fr
EP2204162A1,Utisilisation de monosaccharides et composition ,L'oreal,"Christophe Boulle, Juilen Laboureau, Pascal Portes, Jean-Thierry Simonnet",2008-12-30,2009-12-30,2010-07-07,,https://patents.google.com/patent/EP2204162A1/fr
